,Code,Name,Country,Exchange,Currency,Type,Isin
23933,IPA,ImmunoPrecise Antibodies Ltd,USA,NASDAQ,USD,Common Stock,CA45257F2008
23934,IPAC,iShares Core MSCI Pacific ETF,USA,NYSE ARCA,USD,ETF,US46434V6965
23935,IPAH,Interpharm Holdings Inc,USA,OTCCE,USD,Common Stock,
23936,IPAR,Inter Parfums Inc,USA,NASDAQ,USD,Common Stock,US4583341098
23937,IPARX,VOYA GLOBAL PERSPECTIVES(R) PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92914C3034
23938,IPAX,Inflection Point Acquisition Corp. Class A Ordinary Share,USA,NASDAQ,USD,Common Stock,
23939,IPAXU,Inflection Point Acquisition Corp. Units,USA,NASDAQ,USD,Common Stock,KYG478741054
23940,IPAXW,Inflection Point Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
23941,IPAY,ETF Series Solutions - ISE Mobile Payments ETF,USA,NYSE ARCA,USD,ETF,US26924G4091
23942,IPB,Merrill Lynch Depositor Inc. 6.0518% Index Plus Trust Series 2003-1,USA,NYSE MKT,USD,Common Stock,US45408V2034
23943,IPBAX,INFLATION-PROTECTED BOND FUND CLASS A,USA,NMFQS,USD,FUND,
23944,IPBCX,INFLATION-PROTECTED BOND FUND CLASS C,USA,NMFQS,USD,FUND,
23945,IPBIX,INFLATION-PROTECTED BOND FUND ADMINISTRATOR CLASS,USA,NMFQS,USD,FUND,
23946,IPBJX,Wells Fargo Real Return Fund R6,USA,NMFQS,USD,FUND,
23947,IPBNX,Wells Fargo Real Return Fund I,USA,NMFQS,USD,FUND,
23948,IPCAX,ICON EMERGING MARKETS FUND CLASS A,USA,NMFQS,USD,FUND,
23949,IPCFF,International Petroleum Corporation,USA,PINK,USD,Common Stock,
23950,IPCIF,Intellipharmaceutics International Inc,USA,OTCQB,USD,Common Stock,CA4581733090
23951,IPDN,Professional Diversity Network Inc,USA,NASDAQ,USD,Common Stock,US74312Y2028
23952,IPDP,Listed Funds Trust - Dividends Performers Etf,USA,BATS,USD,ETF,
23953,IPDPX,DIVIDEND PERFORMERS CLASS I,USA,NMFQS,USD,FUND,
23954,IPDQF,ImpediMed Limited,USA,PINK,USD,Common Stock,
23955,IPEAX,VOYA LARGE CAP VALUE PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
23956,IPEIX,VOYA LARGE CAP VALUE PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92914C6342
23957,IPESX,VOYA LARGE CAP VALUE PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92914C6425
23958,IPETX,VOYA LARGE CAP VALUE PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
23959,IPEU,IPE Universal Inc,USA,PINK,USD,Common Stock,
23960,IPFCX,POPLAR FOREST CORNERSTONE FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
23961,IPFIX,VICTORY INCORE FUND FOR INCOME CLASS A,USA,NMFQS,USD,FUND,US9264647515
23962,IPFPF,International Personal Finance plc,USA,PINK,USD,Common Stock,
23963,IPFPX,POPLAR FOREST PARTNERS FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US00768D7984
23964,IPG,The Interpublic Group of Companies Inc,USA,NYSE,USD,Common Stock,US4606901001
23965,IPGDF,IGO Limited,USA,PINK,USD,Common Stock,
23966,IPGGF,Imperium Group Global Holdings Limited,USA,PINK,USD,Common Stock,
23967,IPGP,IPG Photonics Corporation,USA,NASDAQ,USD,Common Stock,US44980X1090
23968,IPHA,Innate Pharma S.A,USA,NASDAQ,USD,Common Stock,US45781K2042
23969,IPHLF,IPH Limited,USA,PINK,USD,Common Stock,
23970,IPHYF,Innate Pharma S.A,USA,PINK,USD,Common Stock,FR0010331421
23971,IPHYX,VOYA HIGH YIELD PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92914G7593
23972,IPI,Intrepid Potash Inc,USA,NYSE,USD,Common Stock,US46121Y2019
23973,IPIC,iPic Entertainment Inc,USA,PINK,USD,Common Stock,US46263D1063
23974,IPIIX,ING Intermediate Bond Portfolio,USA,NMFQS,USD,FUND,US92914P1066
23975,IPIMX,VOYA HIGH YIELD PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
23976,IPIRX,VOYA GLOBAL PERSPECTIVES(R) PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
23977,IPISX,VOYA INTERMEDIATE BOND PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92914P2056
23978,IPIX,Innovation Pharmaceuticals Inc,USA,OTCQB,USD,Common Stock,US45782D1000
23979,IPKL,iPackets International Inc,USA,OTCCE,USD,Common Stock,
23980,IPKW,Invesco International BuyBack Achievers ETF,USA,NASDAQ,USD,ETF,US73937B6213
23981,IPLIX,VOYA INDEX PLUS LARGECAP PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92913T8365
23982,IPLSX,VOYA INDEX PLUS LARGECAP PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T7375
23983,IPLXX,IPLXX,USA,NMFQS,USD,FUND,
23984,IPLY,Interplay Entertainment Corp,USA,PINK,USD,Common Stock,US4606151078
23985,IPMIX,VOYA INDEX PLUS MIDCAP PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92913T6872
23986,IPMLF,Imperial Metals Corporation,USA,PINK,USD,Common Stock,
23987,IPMSX,VOYA INDEX PLUS MIDCAP PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T6468
23988,IPNAX,Ivy PineBridge High Yield Fund Cl A,USA,NMFQS,USD,FUND,
23989,IPNFF,ImagineAR Inc,USA,OTCQB,USD,Common Stock,CA45250P1062
23990,IPNFX,Invesco Multi Asset Income Fund Cl R5,USA,NMFQS,USD,FUND,
23991,IPNIX,Ivy PineBridge High Yield Fund Cl I,USA,NMFQS,USD,FUND,
23992,IPNNX,Ivy PineBridge High Yield Fund Cl N,USA,NMFQS,USD,FUND,
23993,IPO,Renaissance IPO ETF,USA,NYSE ARCA,USD,ETF,US7599372049
23994,IPOAF,Industrias Peñoles S.A.B. de C.V,USA,PINK,USD,Common Stock,MXP554091415
23995,IPOAX,IVY EMERGING MARKETS EQUITY FUND CLASS A,USA,NMFQS,USD,FUND,US4658978667
23996,IPOCX,IVY EMERGING MARKETS EQUITY FUND CLASS C,USA,NMFQS,USD,FUND,
23997,IPOD,Social Capital Hedosophia Holdings Corp. IV,USA,NYSE,USD,Common Stock,KYG825141032
23998,IPOD-WT,IPOD-WT,USA,NYSE,USD,Common Stock,
23999,IPOF,Social Capital Hedosophia Holdings Corp. VI,USA,NYSE,USD,Common Stock,KYG8251L1059
24000,IPOF-WT,IPOF-WT,USA,NASDAQ,USD,Common Stock,
24001,IPOIX,IVY EMERGING MARKETS EQUITY FUND CLASS I,USA,NMFQS,USD,FUND,US4658998541
24002,IPOOF,InPlay Oil Corp,USA,OTCQX,USD,Common Stock,CA45780T2065
24003,IPOS,Renaissance International IPO ETF,USA,NYSE ARCA,USD,ETF,US7599373039
24004,IPOYX,IVY EMERGING MARKETS EQUITY FUND CLASS Y,USA,NMFQS,USD,FUND,
24005,IPPP,Listed Funds Trust - Preferred Plus Etf,USA,BATS,USD,ETF,
24006,IPPPX,PREFERRED PLUS CLASS I,USA,NMFQS,USD,FUND,
24007,IPPXX,IPPXX,USA,NMFQS,USD,FUND,
24008,IPRC,Imperial Resources Inc,USA,PINK,USD,Common Stock,US45308Q1067
24009,IPREX,IVY PROSHARES S&P 500 BOND INDEX FUND CLASS E,USA,NMFQS,USD,FUND,
24010,IPRIX,IVY PROSHARES S&P 500 BOND INDEX FUND CLASS I,USA,NMFQS,USD,FUND,
24011,IPSAX,IPS STRATEGIC CAPITAL ABSOLUTE RETURN FUND INSTITUTIONAL CLASS SHARES,USA,NMFQS,USD,FUND,US98212F4019
24012,IPSBF,Impulsora del Desarrollo y el Empleo en América Latina S.A.B. de C.V,USA,PINK,USD,Common Stock,
24013,IPSC,Century Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,US15673T1007
24014,IPSEF,Ipsen S.A,USA,PINK,USD,Common Stock,
24015,IPSEY,Ipsen S.A,USA,PINK,USD,Common Stock,US4626292050
24016,IPSHX,PINNACLE SHERMAN MULTI-STRATEGY CORE FUND PINNACLE SHERMAN MULTI-STRATEGY CORE FUND CLASS I,USA,NMFQS,USD,FUND,
24017,IPSI,Innovative Payment Solutions Inc,USA,OTCQB,USD,Common Stock,US45783M1099
24018,IPSIX,VOYA INDEX PLUS SMALLCAP PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92913T5395
24019,IPSOF,Ipsos SA,USA,OTCGREY,USD,Common Stock,
24020,IPSRX,VOYA GLOBAL PERSPECTIVES(R) PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,
24021,IPSSX,VOYA INDEX PLUS SMALLCAP PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T4554
24022,IPTK,AS-IP Tech Inc,USA,PINK,USD,Common Stock,
24023,IPTRX,ING PIMCO TOTAL RETURN PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24024,IPTXX,IPTXX,USA,NMFQS,USD,FUND,
24025,IPUB,indiePub Entertainment Inc,USA,PINK,USD,Common Stock,US98978F1084
24026,IPVA,InterPrivate II Acquisition Corp,USA,NYSE,USD,Common Stock,US46064Q1085
24027,IPVF,InterPrivate III Financial Partners Inc,USA,NYSE,USD,Common Stock,US46064R1068
24028,IPVI,InterPrivate IV InfraTech Partners Inc,USA,NASDAQ,USD,Common Stock,US46064T1025
24029,IPVIU,InterPrivate IV InfraTech Partners Inc,USA,NASDAQ,USD,Common Stock,US46064T2015
24030,IPVIW,InterPrivate IV InfraTech Partners Inc,USA,NASDAQ,USD,Common Stock,
24031,IPVXX,IPVXX,USA,NMFQS,USD,FUND,
24032,IPW,iPower Inc.,USA,NASDAQ,USD,Common Stock,US46265P1075
24033,IPWG,International Power Group Ltd ,USA,OTCCE,USD,Common Stock,
24034,IPWLG,Indianapolis Power & Light Company PFD 4.60%,USA,PINK,USD,Common Stock,
24035,IPWLK,AES Indiana,USA,PINK,USD,Common Stock,US4554348783
24036,IPWLN,Indianapolis Power & Light Company PFD 4.80% CDT,USA,PINK,USD,Common Stock,US4554348031
24037,IPWLO,Indianapolis Power & Light Company PFD 4.20%,USA,PINK,USD,Common Stock,
24038,IPWLP,Indianapolis Power & Light Company PFD 4%,USA,PINK,USD,Common Stock,US4554342091
24039,IPWR,Ideal Power Inc,USA,NASDAQ,USD,Common Stock,US4516222035
24040,IPXAF,Impax Asset Management Group plc,USA,PINK,USD,Common Stock,
24041,IPXHF,Inpex Corporation,USA,PINK,USD,Common Stock,
24042,IPXHY,Inpex Corporation,USA,PINK,USD,Common Stock,US45790H1014
24043,IPYAX,VOYA HIGH YIELD PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92914E1010
24044,IPYSX,VOYA HIGH YIELD PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24045,IPZYF,IP Group Plc,USA,PINK,USD,Common Stock,
24046,IQ,iQIYI Inc,USA,NASDAQ,USD,Common Stock,US46267X1081
24047,IQAIF,IQ-AI Limited,USA,OTCQB,USD,Common Stock,
24048,IQDE,FlexShares International Quality Dividend Defensive Index Fund,USA,NYSE ARCA,USD,ETF,US33939L8110
24049,IQDF,FlexShares International Quality Dividend Index Fund,USA,NYSE ARCA,USD,ETF,US33939L8375
24050,IQDG,WisdomTree International Quality Dividend Growth Fund,USA,BATS,USD,ETF,US97717X1312
24051,IQDY,FlexShares International Quality Dividend Dynamic Index Fund,USA,NYSE ARCA,USD,ETF,US33939L8292
24052,IQEPF,IQE plc,USA,PINK,USD,Common Stock,GB0009619924
24053,IQEPY,IQE plc,USA,PINK,USD,Common Stock,
24054,IQGLF,IQGeo Group plc,USA,PINK,USD,Common Stock,
24055,IQI,Invesco Quality Municipal Income Trust,USA,NYSE,USD,Common Stock,US46133G1076
24056,IQIN,IQ 500 International ETF,USA,NYSE ARCA,USD,ETF,US45409B3621
24057,IQLT,iShares MSCI Intl Quality Factor ETF,USA,NYSE ARCA,USD,ETF,US46434V4564
24058,IQM,Franklin Templeton ETF Trust - Franklin Intelligent Machines ETF,USA,BATS,USD,ETF,
24059,IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
24060,IQMDU,Intelligent Medicine Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock,US45828D2053
24061,IQMDW,Intelligent Medicine Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
24062,IQRIX,ACR INTERNATIONAL QUALITY RETURN (IQR) FUND CLASS I SHARES,USA,NMFQS,USD,FUND,
24063,IQSHF,iShares Public Limited Company - iShares $ Corp Bond Interest Rate Hedged UCITS ETF,USA,OTCGREY,USD,ETF,
24064,IQSI,IQ Candriam ESG International Equity ETF,USA,NYSE ARCA,USD,ETF,
24065,IQST,iQSTEL Inc,USA,OTCQX,USD,Common Stock,US46265G1076
24066,IQSU,IQ Candriam ESG US Equity ETF,USA,NYSE ARCA,USD,ETF,
24067,IQV,IQVIA Holdings Inc,USA,NYSE,USD,Common Stock,US46266C1053
24068,IR,Ingersoll Rand Inc,USA,NYSE,USD,Common Stock,US45687V1061
24069,IRBA,Litman Gregory Funds Trust,USA,NYSE ARCA,USD,Common Stock,
24070,IRBAX,IVY TARGETED RETURN BOND FUND CLASS A,USA,NMFQS,USD,FUND,
24071,IRBCX,IVY TARGETED RETURN BOND FUND CLASS C,USA,NMFQS,USD,FUND,
24072,IRBIX,IVY TARGETED RETURN BOND FUND CLASS I,USA,NMFQS,USD,FUND,US46600B7635
24073,IRBL,InRob Tech Ltd,USA,PINK,USD,Common Stock,
24074,IRBO,iShares Robotics and Artificial Intelligence Multisector ETF,USA,NYSE ARCA,USD,ETF,US46435U5561
24075,IRBRX,IVY TARGETED RETURN BOND FUND CLASS R6,USA,NMFQS,USD,FUND,
24076,IRBT,iRobot Corporation,USA,NASDAQ,USD,Common Stock,US4627261005
24077,IRCAX,VOYA RETIREMENT CONSERVATIVE PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92914C8405
24078,IRCC,Indigenous Roots Corp,USA,PINK,USD,Common Stock,
24079,IRCIX,VOYA RUSSELLTM SMALL CAP INDEX PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24080,IRCKF,Inter-Rock Minerals Inc,USA,PINK,USD,Common Stock,
24081,IRCP,IRSA Propiedades Comerciales S.A,USA,NASDAQ,USD,Common Stock,US4635881034
24082,IRCPX,VOYA RETIREMENT CONSERVATIVE PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
24083,IRCSX,International Small Cap Portfolio SCB,USA,NMFQS,USD,FUND,
24084,IRCUF,Irish Continental Group plc,USA,PINK,USD,Common Stock,
24085,IRCXX,IRCXX,USA,NMFQS,USD,FUND,
24086,IRCYX,International Small Cap Portfolio ADV,USA,NMFQS,USD,FUND,US0855678571
24087,IRCZX,International Small Cap Portfolio Z,USA,NMFQS,USD,FUND,US0855678167
24088,IRDAX,iShares Russell 3000 ETF 529 Portfolio C,USA,NMFQS,USD,FUND,
24089,IRDCX,Ishares Russell 3000 Index Fund Port C,USA,NMFQS,USD,FUND,
24090,IRDEF,Iren SpA,USA,PINK,USD,Common Stock,
24091,IRDEX,Cf Ir 3000 Etf E,USA,NMFQS,USD,FUND,
24092,IRDEY,Iren SpA ADR,USA,PINK,USD,Common Stock,US46269D1000
24093,IRDM,Iridium Communications Inc,USA,NASDAQ,USD,Common Stock,US46269C1027
24094,IREAX,IVY LASALLE GLOBAL REAL ESTATE FUND CLASS A,USA,NMFQS,USD,FUND,
24095,IRECX,IVY LASALLE GLOBAL REAL ESTATE FUND CLASS C,USA,NMFQS,USD,FUND,
24096,IREEX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS E,USA,NMFQS,USD,FUND,
24097,IREHF,Integrated Research Limited,USA,PINK,USD,Common Stock,
24098,IREIX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS I,USA,NMFQS,USD,FUND,US4658998392
24099,IREMF,iShares Public Limited Company - iShares MSCI EM UCITS ETF USD (Dist),USA,PINK,USD,ETF,
24100,IREN,Iris Energy Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
24101,IRENX,IVY LASALLE GLOBAL REAL ESTATE FUND CLASS N,USA,NMFQS,USD,FUND,
24102,IRERX,IVY LASALLE GLOBAL REAL ESTATE FUND CLASS R,USA,NMFQS,USD,FUND,
24103,IRESF,iShares Public Limited Company - iShares Core FTSE 100 UCITS ETF,USA,OTCGREY,USD,ETF,
24104,IRESX,IVY LASALLE GLOBAL REAL ESTATE FUND CLASS I,USA,NMFQS,USD,FUND,
24105,IREYX,IVY LASALLE GLOBAL REAL ESTATE FUND CLASS Y,USA,NMFQS,USD,FUND,
24106,IRFAX,COHEN & STEERS INTERNATIONAL REALTY FUND INC. CLASS A,USA,NMFQS,USD,FUND,
24107,IRFCX,COHEN & STEERS INTERNATIONAL REALTY FUND INC. CLASS C,USA,NMFQS,USD,FUND,
24108,IRFIX,COHEN & STEERS INTERNATIONAL REALTY FUND INC. CLASS I,USA,NMFQS,USD,FUND,US19248H4011
24109,IRFRX,Cohen & Steers Intl Reality Fund Inc,USA,NMFQS,USD,FUND,
24110,IRFZX,Cohen & Steers Intl Reality Fund Inc,USA,NMFQS,USD,FUND,
24111,IRGFX,IVY SMALL CAP GROWTH FUND CLASS N,USA,NMFQS,USD,FUND,
24112,IRGIX,VY(R) CLARION GLOBAL REAL ESTATE PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92914E8122
24113,IRGJX,VOYA RUSSELL MID CAP GROWTH INDEX PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
24114,IRGMX,VOYA RETIREMENT MODERATE GROWTH PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
24115,IRGPX,VOYA RETIREMENT GROWTH PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92914C7092
24116,IRGSX,VY(R) CLARION GLOBAL REAL ESTATE PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24117,IRGTX,VY(R) CLARION GLOBAL REAL ESTATE PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92914E8387
24118,IRGUX,VOYA RUSSELL MID CAP GROWTH INDEX PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T1097
24119,IRGVX,VOYA RUSSELL MID CAP GROWTH INDEX PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24120,IRIAX,iShares Russell 1000 ETF 529 Portfolio C,USA,NMFQS,USD,FUND,
24121,IRICX,Cf Ir 1000 Etf E,USA,NMFQS,USD,FUND,
24122,IRIDQ,Iridium World Communications Ltd,USA,OTCCE,USD,Common Stock,
24123,IRIEX,Cf Ir 1000 Etf E,USA,NMFQS,USD,FUND,
24124,IRIG,Integrated Drilling Equipment Holdings Corp,USA,PINK,USD,Common Stock,
24125,IRIX,IRIDEX Corporation,USA,NASDAQ,USD,Common Stock,US4626841013
24126,IRL,The New Ireland Fund Inc,USA,NYSE,USD,FUND,US6456731040
24127,IRLAX,VOYA RUSSELLTM LARGE CAP GROWTH INDEX PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
24128,IRLCF,Israel Corporation Ltd,USA,OTCGREY,USD,Common Stock,
24129,IRLCX,VOYA RUSSELLTM LARGE CAP INDEX PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T5627
24130,IRLIX,VOYA RUSSELLTM LARGE CAP INDEX PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
24131,IRLNX,VOYA RUSSELLTM LARGE CAP GROWTH INDEX PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92913T8852
24132,IRLSX,VOYA RUSSELLTM LARGE CAP GROWTH INDEX PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T8027
24133,IRLTF,Intralot S.A. Integrated Lottery Systems and Services,USA,PINK,USD,Common Stock,
24134,IRLTY,Intralot S.A. Integrated Lottery Systems and Services,USA,PINK,USD,Common Stock,US46117T1097
24135,IRLUX,VOYA RUSSELLTM LARGE CAP INDEX PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24136,IRM,Iron Mountain Incorporated,USA,NYSE,USD,Common Stock,US46284V1017
24137,IRMAX,VOYA RUSSELLTM MID CAP INDEX PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92913T6385
24138,IRMCX,VOYA RUSSELLTM MID CAP INDEX PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T5700
24139,IRMD,IRadimed Corporation,USA,NASDAQ,USD,Common Stock,US46266A1097
24140,IRME,IR-Med Inc,USA,PINK,USD,Common Stock,US46265R1032
24141,IRMGX,VOYA RETIREMENT MODERATE GROWTH PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92914C8819
24142,IRMIX,VOYA RETIREMENT MODERATE PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
24143,IRMPX,VOYA RETIREMENT MODERATE PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92914C8652
24144,IRMTF,Information Services Corporation,USA,PINK,USD,Common Stock,
24145,IRMTX,VOYA RUSSELLTM MID CAP INDEX PORTFOLIO CLASS S2,USA,NMFQS,USD,FUND,
24146,IRNAX,iShares Russell 2000 ETF 529 Portfolio C,USA,NMFQS,USD,FUND,
24147,IRNCX,Cf Ir 2000 Etf C,USA,NMFQS,USD,FUND,
24148,IRNEX,Cf Ir 2000 Etf E,USA,NMFQS,USD,FUND,
24149,IRNG,International Ranger Corp,USA,OTCCE,USD,Common Stock,
24150,IRNRF,Iron Road Limited,USA,PINK,USD,Common Stock,
24151,IRNS,Ironstone Group Inc,USA,PINK,USD,Common Stock,US4632282053
24152,IRNT,Ironnet Inc,USA,NYSE,USD,Common Stock,US46323Q1058
24153,IRONX,IRONCLAD MANAGED RISK FUND IRONCLAD MANAGED RISK FUND,USA,NMFQS,USD,FUND,US4614186421
24154,IROQ,IF Bancorp Inc,USA,NASDAQ,USD,Common Stock,US44951J1051
24155,IRPOX,IVY APOLLO STRATEGIC INCOME FUND CLASS R6,USA,NMFQS,USD,FUND,
24156,IRPSX,VY(R) T. ROWE PRICE EQUITY INCOME PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92914G4780
24157,IRPSY,IRPC Public Company Limited,USA,PINK,USD,Common Stock,US45004W1009
24158,IRPVX,VOYA GLOBAL PERSPECTIVES(R) FUND CLASS R,USA,NMFQS,USD,FUND,
24159,IRRAF,IRRAS AB (publ),USA,PINK,USD,Common Stock,
24160,IRRHF,Interroll Holding AG,USA,OTCGREY,USD,Common Stock,
24161,IRRRF,iShares III Public Limited Company - iShares Core MSCI World UCITS ETF,USA,OTCGREY,USD,ETF,
24162,IRRX,Integrated Rail and Resources Acquisition Corp.,USA,NYSE,USD,Common Stock,
24163,IRRX-UN,Integrated Rail and Resources Acquisition Corp.,USA,NYSE,USD,Common Stock,
24164,IRS,IRSA Inversiones y Representaciones Sociedad Anónima,USA,NYSE,USD,Common Stock,US4500472042
24165,IRS-WT,IRSA-Inversiones y Representaciones S.A. Wt,USA,NYSE,USD,Common Stock,
24166,IRSAX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS A,USA,NMFQS,USD,FUND,US4658984764
24167,IRSCX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS C,USA,NMFQS,USD,FUND,
24168,IRSEX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS N,USA,NMFQS,USD,FUND,
24169,IRSHF,iShares Core S&P/TSX Capped Composite Index ETF,USA,OTCGREY,USD,ETF,
24170,IRSIF,iShares IV Public Limited Company - iShares Fallen Angels High Yield Corporate Bond UCITS ETF,USA,OTCGREY,USD,ETF,
24171,IRSIX,VOYA RUSSELLTM SMALL CAP INDEX PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,US92913T6534
24172,IRSLX,VOYA TARGET RETIREMENT 2025 FUND CLASS I,USA,NMFQS,USD,FUND,
24173,IRSMX,VOYA TARGET RETIREMENT 2030 FUND CLASS I,USA,NMFQS,USD,FUND,
24174,IRSNX,VOYA TARGET RETIREMENT 2035 FUND CLASS I,USA,NMFQS,USD,FUND,
24175,IRSOX,VOYA TARGET RETIREMENT 2040 FUND CLASS I,USA,NMFQS,USD,FUND,
24176,IRSPX,VOYA TARGET RETIREMENT 2045 FUND CLASS I,USA,NMFQS,USD,FUND,
24177,IRSQX,VOYA TARGET RETIREMENT 2050 FUND CLASS I,USA,NMFQS,USD,FUND,
24178,IRSRX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS R,USA,NMFQS,USD,FUND,
24179,IRSSX,VOYA RUSSELLTM SMALL CAP INDEX PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T5882
24180,IRSTX,VOYA HIGH YIELD BOND FUND CLASS R,USA,NMFQS,USD,FUND,
24181,IRSVX,VOYA TARGET RETIREMENT 2055 FUND CLASS I,USA,NMFQS,USD,FUND,
24182,IRSYX,IVY ADVANTUS REAL ESTATE SECURITIES FUND CLASS Y,USA,NMFQS,USD,FUND,US4658984434
24183,IRT,Independence Realty Trust Inc,USA,NYSE,USD,Common Stock,US45378A1060
24184,IRTC,iRhythm Technologies Inc,USA,NASDAQ,USD,Common Stock,US4500561067
24185,IRTCX,IRTCX,USA,NMFQS,USD,FUND,
24186,IRUAX,IVY PROSHARES RUSSELL 2000 DIVIDEND GROWERS INDEX FUND CLASS A,USA,NMFQS,USD,FUND,
24187,IRUEX,IVY PROSHARES RUSSELL 2000 DIVIDEND GROWERS INDEX FUND CLASS E,USA,NMFQS,USD,FUND,
24188,IRUIX,IVY PROSHARES RUSSELL 2000 DIVIDEND GROWERS INDEX FUND CLASS I,USA,NMFQS,USD,FUND,
24189,IRVAX,VOYA RUSSELLTM LARGE CAP VALUE INDEX PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
24190,IRVIX,VOYA RUSSELLTM LARGE CAP VALUE INDEX PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92913T6047
24191,IRVRF,Irving Resources Inc,USA,OTCQX,USD,Common Stock,
24192,IRVSX,VOYA RUSSELLTM LARGE CAP VALUE INDEX PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,US92913T5056
24193,IRVXX,IRVXX,USA,NMFQS,USD,FUND,
24194,IRWD,Ironwood Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US46333X1081
24195,IRWPQ,IFC Capital Trust VI PFD GTD TR SEC,USA,PINK,USD,Common Stock,
24196,IS,ironSource,USA,NYSE,USD,Common Stock,IL0011763799
24197,ISAA,Iron Spark I Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,US46301G1031
24198,ISAGX,VOYA STRATEGIC ALLOCATION GROWTH PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US92913G1076
24199,ISAIX,VOYA STRATEGIC ALLOCATION CONSERVATIVE PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
24200,ISAPF,iShares Public Limited Company - iShares Core MSCI EM IMI UCITS ETF,USA,PINK,USD,ETF,
24201,ISARF,iShares Core Canadian Universe Bond Index ETF,USA,OTCGREY,USD,ETF,
24202,ISARX,AB INTERNATIONAL STRATEGIC CORE PORTFOLIO CLASS A,USA,NMFQS,USD,FUND,
24203,ISAT,ISA Internationale Inc,USA,PINK,USD,Common Stock,
24204,ISBA,Isabella Bank Corporation,USA,OTCQX,USD,Common Stock,
24205,ISBAX,VY(R) COLUMBIA CONTRARIAN CORE PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
